id,"machine_name","datetime",isrunning
518,"2x2 brick mould","2018-01-02 18:35:00",0
519,"4x2 brick mould","2018-01-02 18:45:00",0
520,"2x2 brick mould","2018-01-02 18:45:00",1
521,"4x2 brick mould","2018-01-02 18:50:00",1
522,"2x2 brick mould","2018-01-02 19:05:00",0
523,"4x2 brick mould","2018-01-02 19:10:00",0
524,"2x2 brick mould","2018-01-02 19:10:00",1
525,"3x2 brick mould","2018-01-02 19:10:00",0
526,"4x2 brick mould","2018-01-02 19:15:00",1
527,"2x2 brick mould","2018-01-02 19:20:00",0
528,"3x2 brick mould","2018-01-02 19:20:00",1
529,"2x2 brick mould","2018-01-02 19:25:00",1
530,"4x2 brick mould","2018-01-02 19:30:00",0
531,"4x2 brick mould","2018-01-02 19:35:00",1
532,"2x2 brick mould","2018-01-02 19:40:00",0
533,"3x2 brick mould","2018-01-02 19:40:00",0
534,"3x2 brick mould","2018-01-02 19:45:00",1
535,"4x2 brick mould","2018-01-02 19:50:00",0
536,"2x2 brick mould","2018-01-02 19:50:00",1
537,"4x2 brick mould","2018-01-02 20:00:00",1
538,"4x2 brick mould","2018-01-02 20:10:00",0
539,"2x2 brick mould","2018-01-02 20:10:00",0
540,"4x2 brick mould","2018-01-02 20:15:00",1
541,"2x2 brick mould","2018-01-02 20:15:00",1
542,"4x2 brick mould","2018-01-02 20:20:00",0
543,"4x2 brick mould","2018-01-02 20:25:00",1
544,"3x2 brick mould","2018-01-02 20:30:00",0
545,"4x2 brick mould","2018-01-02 20:35:00",0
546,"3x2 brick mould","2018-01-02 20:35:00",1
547,"4x2 brick mould","2018-01-02 20:40:00",1
548,"2x2 brick mould","2018-01-02 20:40:00",0
549,"4x2 brick mould","2018-01-02 20:45:00",0
550,"3x2 brick mould","2018-01-02 20:50:00",0
551,"2x2 brick mould","2018-01-02 20:55:00",1
552,"3x2 brick mould","2018-01-02 20:55:00",1
553,"2x2 brick mould","2018-01-02 21:00:00",0
554,"2x2 brick mould","2018-01-02 21:05:00",1
555,"3x2 brick mould","2018-01-02 21:05:00",0
556,"4x2 brick mould","2018-01-02 21:10:00",1
557,"2x2 brick mould","2018-01-02 21:10:00",0
558,"2x2 brick mould","2018-01-02 21:15:00",1
559,"3x2 brick mould","2018-01-02 21:15:00",1
560,"3x2 brick mould","2018-01-02 21:20:00",0
561,"2x2 brick mould","2018-01-02 21:25:00",0
562,"3x2 brick mould","2018-01-02 21:25:00",1
563,"4x2 brick mould","2018-01-02 21:40:00",0
564,"2x2 brick mould","2018-01-02 21:40:00",1
565,"3x2 brick mould","2018-01-02 21:40:00",0
566,"3x2 brick mould","2018-01-02 21:45:00",1
567,"4x2 brick mould","2018-01-02 21:50:00",1
568,"4x2 brick mould","2018-01-02 22:05:00",0
569,"3x2 brick mould","2018-01-02 22:05:00",0
570,"4x2 brick mould","2018-01-02 22:10:00",1
571,"2x2 brick mould","2018-01-02 22:10:00",0
572,"3x2 brick mould","2018-01-02 22:10:00",1
573,"2x2 brick mould","2018-01-02 22:20:00",1
574,"4x2 brick mould","2018-01-02 22:25:00",0
575,"4x2 brick mould","2018-01-02 22:30:00",1
576,"3x2 brick mould","2018-01-02 22:40:00",0
577,"4x2 brick mould","2018-01-02 22:45:00",0
578,"3x2 brick mould","2018-01-02 22:45:00",1
579,"4x2 brick mould","2018-01-02 22:50:00",1
580,"2x2 brick mould","2018-01-02 23:00:00",0
581,"3x2 brick mould","2018-01-02 23:05:00",0
582,"3x2 brick mould","2018-01-02 23:10:00",1
583,"2x2 brick mould","2018-01-02 23:15:00",1
584,"3x2 brick mould","2018-01-02 23:35:00",0
585,"4x2 brick mould","2018-01-02 23:40:00",0
586,"2x2 brick mould","2018-01-02 23:40:00",0
587,"3x2 brick mould","2018-01-02 23:40:00",1
588,"4x2 brick mould","2018-01-02 23:45:00",1
589,"2x2 brick mould","2018-01-02 23:45:00",1
590,"3x2 brick mould","2018-01-02 23:45:00",0
591,"3x2 brick mould","2018-01-02 23:55:00",1
592,"2x2 brick mould","2018-01-03 00:15:00",0
593,"2x2 brick mould","2018-01-03 00:20:00",1
594,"3x2 brick mould","2018-01-03 00:20:00",0
595,"3x2 brick mould","2018-01-03 00:25:00",1
596,"2x2 brick mould","2018-01-03 00:35:00",0
597,"2x2 brick mould","2018-01-03 00:40:00",1
598,"4x2 brick mould","2018-01-03 00:55:00",0
599,"4x2 brick mould","2018-01-03 01:00:00",1
600,"3x2 brick mould","2018-01-03 01:00:00",0
601,"3x2 brick mould","2018-01-03 01:10:00",1
602,"2x2 brick mould","2018-01-03 01:20:00",0
603,"3x2 brick mould","2018-01-03 01:20:00",0
604,"2x2 brick mould","2018-01-03 01:25:00",1
605,"3x2 brick mould","2018-01-03 01:25:00",1
606,"2x2 brick mould","2018-01-03 01:30:00",0
607,"2x2 brick mould","2018-01-03 01:35:00",1
608,"4x2 brick mould","2018-01-03 01:45:00",0
609,"3x2 brick mould","2018-01-03 01:45:00",0
610,"4x2 brick mould","2018-01-03 01:50:00",1
611,"2x2 brick mould","2018-01-03 01:50:00",0
612,"3x2 brick mould","2018-01-03 01:50:00",1
613,"2x2 brick mould","2018-01-03 02:00:00",1
614,"3x2 brick mould","2018-01-03 02:00:00",0
615,"3x2 brick mould","2018-01-03 02:05:00",1
616,"4x2 brick mould","2018-01-03 02:15:00",0
617,"3x2 brick mould","2018-01-03 02:15:00",0
618,"3x2 brick mould","2018-01-03 02:20:00",1
619,"4x2 brick mould","2018-01-03 02:30:00",1
620,"3x2 brick mould","2018-01-03 02:30:00",0
621,"3x2 brick mould","2018-01-03 02:50:00",1
622,"4x2 brick mould","2018-01-03 03:00:00",0
623,"2x2 brick mould","2018-01-03 03:00:00",0
624,"4x2 brick mould","2018-01-03 03:05:00",1
625,"2x2 brick mould","2018-01-03 03:05:00",1
626,"3x2 brick mould","2018-01-03 03:05:00",0
627,"2x2 brick mould","2018-01-03 03:10:00",0
628,"2x2 brick mould","2018-01-03 03:15:00",1
629,"3x2 brick mould","2018-01-03 03:20:00",1
630,"2x2 brick mould","2018-01-03 03:25:00",0
631,"4x2 brick mould","2018-01-03 03:30:00",0
632,"2x2 brick mould","2018-01-03 03:30:00",1
633,"4x2 brick mould","2018-01-03 03:35:00",1
634,"4x2 brick mould","2018-01-03 03:40:00",0
635,"4x2 brick mould","2018-01-03 03:45:00",1
636,"3x2 brick mould","2018-01-03 03:45:00",0
637,"4x2 brick mould","2018-01-03 03:50:00",0
638,"3x2 brick mould","2018-01-03 03:50:00",1
639,"4x2 brick mould","2018-01-03 04:05:00",1
640,"3x2 brick mould","2018-01-03 04:05:00",0
641,"3x2 brick mould","2018-01-03 04:15:00",1
642,"2x2 brick mould","2018-01-03 04:25:00",0
643,"3x2 brick mould","2018-01-03 04:25:00",0
644,"2x2 brick mould","2018-01-03 04:30:00",1
645,"3x2 brick mould","2018-01-03 04:35:00",1
646,"2x2 brick mould","2018-01-03 04:40:00",0
647,"2x2 brick mould","2018-01-03 04:45:00",1
648,"4x2 brick mould","2018-01-03 04:50:00",0
649,"4x2 brick mould","2018-01-03 04:55:00",1
650,"3x2 brick mould","2018-01-03 04:55:00",0
651,"2x2 brick mould","2018-01-03 05:00:00",0
652,"3x2 brick mould","2018-01-03 05:05:00",1
653,"4x2 brick mould","2018-01-03 05:10:00",0
654,"2x2 brick mould","2018-01-03 05:10:00",1
655,"4x2 brick mould","2018-01-03 05:15:00",1
656,"3x2 brick mould","2018-01-03 05:25:00",0
657,"2x2 brick mould","2018-01-03 05:30:00",0
658,"3x2 brick mould","2018-01-03 05:30:00",1
659,"4x2 brick mould","2018-01-03 05:35:00",0
660,"4x2 brick mould","2018-01-03 05:40:00",1
661,"2x2 brick mould","2018-01-03 05:40:00",1
662,"4x2 brick mould","2018-01-03 06:00:00",0
663,"4x2 brick mould","2018-01-03 06:05:00",1
664,"2x2 brick mould","2018-01-03 06:10:00",0
665,"2x2 brick mould","2018-01-03 06:15:00",1
666,"4x2 brick mould","2018-01-03 06:20:00",0
667,"2x2 brick mould","2018-01-03 06:20:00",0
668,"2x2 brick mould","2018-01-03 06:25:00",1
669,"3x2 brick mould","2018-01-03 06:25:00",0
670,"4x2 brick mould","2018-01-03 06:30:00",1
671,"4x2 brick mould","2018-01-03 06:35:00",0
672,"3x2 brick mould","2018-01-03 06:35:00",1
673,"3x2 brick mould","2018-01-03 06:40:00",0
674,"4x2 brick mould","2018-01-03 06:45:00",1
675,"2x2 brick mould","2018-01-03 06:45:00",0
676,"3x2 brick mould","2018-01-03 06:45:00",1
677,"2x2 brick mould","2018-01-03 06:50:00",1
678,"3x2 brick mould","2018-01-03 06:50:00",0
679,"4x2 brick mould","2018-01-03 06:55:00",0
680,"3x2 brick mould","2018-01-03 07:00:00",1
681,"4x2 brick mould","2018-01-03 07:05:00",1
682,"2x2 brick mould","2018-01-03 07:10:00",0
683,"2x2 brick mould","2018-01-03 07:15:00",1
684,"3x2 brick mould","2018-01-03 07:15:00",0
685,"3x2 brick mould","2018-01-03 07:20:00",1
686,"2x2 brick mould","2018-01-03 07:25:00",0
687,"2x2 brick mould","2018-01-03 07:30:00",1
688,"2x2 brick mould","2018-01-03 07:50:00",0
689,"2x2 brick mould","2018-01-03 07:55:00",1
690,"2x2 brick mould","2018-01-03 08:05:00",0
691,"2x2 brick mould","2018-01-03 08:10:00",1
692,"4x2 brick mould","2018-01-03 08:15:00",0
693,"4x2 brick mould","2018-01-03 08:20:00",1
694,"3x2 brick mould","2018-01-03 08:20:00",0
695,"3x2 brick mould","2018-01-03 08:30:00",1
696,"3x2 brick mould","2018-01-03 08:50:00",0
697,"3x2 brick mould","2018-01-03 08:55:00",1
698,"4x2 brick mould","2018-01-03 09:00:00",0
699,"3x2 brick mould","2018-01-03 09:00:00",0
700,"3x2 brick mould","2018-01-03 09:05:00",1
701,"4x2 brick mould","2018-01-03 09:15:00",1
702,"2x2 brick mould","2018-01-03 09:15:00",0
703,"2x2 brick mould","2018-01-03 09:20:00",1
704,"2x2 brick mould","2018-01-03 09:25:00",0
705,"4x2 brick mould","2018-01-03 09:30:00",0
706,"2x2 brick mould","2018-01-03 09:30:00",1
707,"4x2 brick mould","2018-01-03 09:35:00",1
708,"4x2 brick mould","2018-01-03 09:50:00",0
709,"4x2 brick mould","2018-01-03 09:55:00",1
710,"2x2 brick mould","2018-01-03 09:55:00",0
711,"2x2 brick mould","2018-01-03 10:00:00",1
712,"3x2 brick mould","2018-01-03 10:00:00",0
713,"4x2 brick mould","2018-01-03 10:05:00",0
714,"3x2 brick mould","2018-01-03 10:05:00",1
715,"4x2 brick mould","2018-01-03 10:10:00",1
716,"2x2 brick mould","2018-01-03 10:15:00",0
717,"4x2 brick mould","2018-01-03 10:20:00",0
718,"2x2 brick mould","2018-01-03 10:20:00",1
719,"4x2 brick mould","2018-01-03 10:25:00",1
720,"3x2 brick mould","2018-01-03 10:30:00",0
721,"3x2 brick mould","2018-01-03 10:35:00",1
722,"2x2 brick mould","2018-01-03 10:45:00",0
723,"2x2 brick mould","2018-01-03 10:50:00",1
724,"3x2 brick mould","2018-01-03 10:50:00",0
725,"3x2 brick mould","2018-01-03 10:55:00",1
726,"3x2 brick mould","2018-01-03 11:00:00",0
727,"2x2 brick mould","2018-01-03 11:05:00",0
728,"4x2 brick mould","2018-01-03 11:10:00",0
729,"2x2 brick mould","2018-01-03 11:10:00",1
730,"3x2 brick mould","2018-01-03 11:10:00",1
731,"4x2 brick mould","2018-01-03 11:15:00",1
732,"4x2 brick mould","2018-01-03 11:20:00",0
733,"2x2 brick mould","2018-01-03 11:20:00",0
734,"3x2 brick mould","2018-01-03 11:20:00",0
735,"2x2 brick mould","2018-01-03 11:25:00",1
736,"3x2 brick mould","2018-01-03 11:25:00",1
737,"4x2 brick mould","2018-01-03 11:30:00",1
738,"2x2 brick mould","2018-01-03 11:35:00",0
739,"2x2 brick mould","2018-01-03 11:40:00",1
740,"2x2 brick mould","2018-01-03 11:50:00",0
741,"2x2 brick mould","2018-01-03 11:55:00",1
742,"3x2 brick mould","2018-01-03 11:55:00",0
743,"3x2 brick mould","2018-01-03 12:00:00",1
744,"3x2 brick mould","2018-01-03 12:05:00",0
745,"3x2 brick mould","2018-01-03 12:10:00",1
746,"3x2 brick mould","2018-01-03 12:15:00",0
747,"3x2 brick mould","2018-01-03 12:20:00",1
748,"2x2 brick mould","2018-01-03 12:30:00",0
749,"3x2 brick mould","2018-01-03 12:30:00",0
750,"2x2 brick mould","2018-01-03 12:35:00",1
751,"3x2 brick mould","2018-01-03 12:35:00",1
752,"4x2 brick mould","2018-01-03 12:55:00",0
753,"2x2 brick mould","2018-01-03 12:55:00",0
754,"4x2 brick mould","2018-01-03 13:00:00",1
755,"2x2 brick mould","2018-01-03 13:00:00",1
756,"3x2 brick mould","2018-01-03 13:00:00",0
757,"4x2 brick mould","2018-01-03 13:15:00",0
758,"3x2 brick mould","2018-01-03 13:15:00",1
759,"4x2 brick mould","2018-01-03 13:20:00",1
760,"2x2 brick mould","2018-01-03 13:20:00",0
761,"3x2 brick mould","2018-01-03 13:20:00",0
762,"2x2 brick mould","2018-01-03 13:25:00",1
763,"3x2 brick mould","2018-01-03 13:25:00",1
764,"4x2 brick mould","2018-01-03 13:30:00",0
765,"3x2 brick mould","2018-01-03 13:30:00",0
766,"4x2 brick mould","2018-01-03 13:35:00",1
767,"3x2 brick mould","2018-01-03 13:35:00",1
768,"2x2 brick mould","2018-01-03 13:50:00",0
769,"2x2 brick mould","2018-01-03 13:55:00",1
770,"3x2 brick mould","2018-01-03 13:55:00",0
771,"4x2 brick mould","2018-01-03 14:00:00",0
772,"3x2 brick mould","2018-01-03 14:00:00",1
773,"3x2 brick mould","2018-01-03 14:05:00",0
774,"4x2 brick mould","2018-01-03 14:10:00",1
775,"3x2 brick mould","2018-01-03 14:10:00",1
776,"4x2 brick mould","2018-01-03 14:20:00",0
777,"2x2 brick mould","2018-01-03 14:20:00",0
778,"4x2 brick mould","2018-01-03 14:25:00",1
779,"2x2 brick mould","2018-01-03 14:25:00",1
780,"4x2 brick mould","2018-01-03 14:30:00",0
781,"3x2 brick mould","2018-01-03 14:30:00",0
782,"4x2 brick mould","2018-01-03 14:40:00",1
783,"3x2 brick mould","2018-01-03 14:40:00",1
784,"2x2 brick mould","2018-01-03 14:50:00",0
785,"2x2 brick mould","2018-01-03 15:00:00",1
786,"4x2 brick mould","2018-01-03 15:05:00",0
787,"4x2 brick mould","2018-01-03 15:10:00",1
788,"4x2 brick mould","2018-01-03 15:15:00",0
789,"2x2 brick mould","2018-01-03 15:15:00",0
790,"3x2 brick mould","2018-01-03 15:15:00",0
791,"4x2 brick mould","2018-01-03 15:20:00",1
792,"3x2 brick mould","2018-01-03 15:20:00",1
793,"4x2 brick mould","2018-01-03 15:25:00",0
794,"2x2 brick mould","2018-01-03 15:25:00",1
795,"3x2 brick mould","2018-01-03 15:30:00",0
796,"3x2 brick mould","2018-01-03 15:35:00",1
797,"3x2 brick mould","2018-01-03 15:40:00",0
798,"4x2 brick mould","2018-01-03 15:45:00",1
799,"3x2 brick mould","2018-01-03 15:45:00",1
800,"3x2 brick mould","2018-01-03 16:00:00",0
801,"3x2 brick mould","2018-01-03 16:05:00",1
802,"4x2 brick mould","2018-01-03 16:10:00",0
803,"3x2 brick mould","2018-01-03 16:10:00",0
804,"4x2 brick mould","2018-01-03 16:15:00",1
805,"3x2 brick mould","2018-01-03 16:15:00",1
806,"3x2 brick mould","2018-01-03 16:20:00",0
807,"2x2 brick mould","2018-01-03 16:30:00",0
808,"3x2 brick mould","2018-01-03 16:30:00",1
809,"4x2 brick mould","2018-01-03 16:35:00",0
810,"2x2 brick mould","2018-01-03 16:35:00",1
811,"4x2 brick mould","2018-01-03 16:45:00",1
812,"3x2 brick mould","2018-01-03 16:50:00",0
813,"4x2 brick mould","2018-01-03 17:00:00",0
814,"2x2 brick mould","2018-01-03 17:00:00",0
815,"4x2 brick mould","2018-01-03 17:05:00",1
816,"2x2 brick mould","2018-01-03 17:05:00",1
817,"3x2 brick mould","2018-01-03 17:05:00",1
818,"4x2 brick mould","2018-01-03 17:10:00",0
819,"3x2 brick mould","2018-01-03 17:10:00",0
820,"4x2 brick mould","2018-01-03 17:15:00",1
821,"4x2 brick mould","2018-01-03 17:20:00",0
822,"2x2 brick mould","2018-01-03 17:20:00",0
823,"3x2 brick mould","2018-01-03 17:20:00",1
824,"4x2 brick mould","2018-01-03 17:25:00",1
825,"4x2 brick mould","2018-01-03 17:30:00",0
826,"2x2 brick mould","2018-01-03 17:30:00",1
827,"4x2 brick mould","2018-01-03 17:35:00",1
828,"2x2 brick mould","2018-01-03 17:45:00",0
829,"3x2 brick mould","2018-01-03 17:45:00",0
830,"4x2 brick mould","2018-01-03 17:50:00",0
831,"3x2 brick mould","2018-01-03 17:50:00",1
832,"4x2 brick mould","2018-01-03 17:55:00",1
833,"2x2 brick mould","2018-01-03 17:55:00",1
834,"3x2 brick mould","2018-01-03 18:00:00",0
835,"2x2 brick mould","2018-01-03 18:05:00",0
836,"3x2 brick mould","2018-01-03 18:05:00",1
837,"2x2 brick mould","2018-01-03 18:10:00",1
838,"3x2 brick mould","2018-01-03 18:10:00",0
839,"3x2 brick mould","2018-01-03 18:15:00",1
840,"4x2 brick mould","2018-01-03 18:25:00",0
841,"3x2 brick mould","2018-01-03 18:25:00",0
842,"4x2 brick mould","2018-01-03 18:30:00",1
843,"4x2 brick mould","2018-01-03 18:35:00",0
844,"3x2 brick mould","2018-01-03 18:35:00",1
845,"4x2 brick mould","2018-01-03 18:40:00",1
846,"2x2 brick mould","2018-01-03 18:45:00",0
847,"3x2 brick mould","2018-01-03 18:45:00",0
848,"3x2 brick mould","2018-01-03 18:50:00",1
849,"4x2 brick mould","2018-01-03 19:05:00",0
850,"2x2 brick mould","2018-01-03 19:05:00",1
851,"4x2 brick mould","2018-01-03 19:10:00",1
852,"2x2 brick mould","2018-01-03 19:10:00",0
853,"3x2 brick mould","2018-01-03 19:10:00",0
854,"2x2 brick mould","2018-01-03 19:15:00",1
855,"3x2 brick mould","2018-01-03 19:20:00",1
856,"4x2 brick mould","2018-01-03 19:25:00",0
857,"2x2 brick mould","2018-01-03 19:30:00",0
858,"4x2 brick mould","2018-01-03 19:35:00",1
859,"2x2 brick mould","2018-01-03 19:35:00",1
860,"2x2 brick mould","2018-01-03 19:45:00",0
861,"2x2 brick mould","2018-01-03 19:50:00",1
862,"3x2 brick mould","2018-01-03 19:50:00",0
863,"2x2 brick mould","2018-01-03 19:55:00",0
864,"3x2 brick mould","2018-01-03 19:55:00",1
865,"2x2 brick mould","2018-01-03 20:00:00",1
866,"2x2 brick mould","2018-01-03 20:10:00",0
867,"3x2 brick mould","2018-01-03 20:10:00",0
868,"2x2 brick mould","2018-01-03 20:15:00",1
869,"3x2 brick mould","2018-01-03 20:20:00",1
870,"4x2 brick mould","2018-01-03 20:35:00",0
871,"4x2 brick mould","2018-01-03 20:40:00",1
872,"4x2 brick mould","2018-01-03 20:55:00",0
873,"4x2 brick mould","2018-01-03 21:00:00",1
874,"4x2 brick mould","2018-01-03 21:05:00",0
875,"3x2 brick mould","2018-01-03 21:10:00",0
876,"4x2 brick mould","2018-01-03 21:15:00",1
877,"3x2 brick mould","2018-01-03 21:20:00",1
878,"4x2 brick mould","2018-01-03 21:25:00",0
879,"3x2 brick mould","2018-01-03 21:25:00",0
880,"4x2 brick mould","2018-01-03 21:30:00",1
881,"2x2 brick mould","2018-01-03 21:30:00",0
882,"2x2 brick mould","2018-01-03 21:35:00",1
883,"3x2 brick mould","2018-01-03 21:35:00",1
884,"4x2 brick mould","2018-01-03 21:50:00",0
885,"2x2 brick mould","2018-01-03 21:50:00",0
886,"2x2 brick mould","2018-01-03 21:55:00",1
887,"4x2 brick mould","2018-01-03 22:00:00",1
888,"2x2 brick mould","2018-01-03 22:05:00",0
889,"4x2 brick mould","2018-01-03 22:10:00",0
890,"2x2 brick mould","2018-01-03 22:10:00",1
891,"4x2 brick mould","2018-01-03 22:15:00",1
892,"2x2 brick mould","2018-01-03 22:15:00",0
893,"3x2 brick mould","2018-01-03 22:15:00",0
894,"2x2 brick mould","2018-01-03 22:25:00",1
895,"3x2 brick mould","2018-01-03 22:25:00",1
896,"3x2 brick mould","2018-01-03 22:30:00",0
897,"4x2 brick mould","2018-01-03 22:35:00",0
898,"4x2 brick mould","2018-01-03 22:40:00",1
899,"2x2 brick mould","2018-01-03 22:40:00",0
900,"2x2 brick mould","2018-01-03 22:45:00",1
901,"3x2 brick mould","2018-01-03 22:50:00",1
902,"4x2 brick mould","2018-01-03 22:55:00",0
903,"4x2 brick mould","2018-01-03 23:00:00",1
904,"4x2 brick mould","2018-01-03 23:10:00",0
905,"2x2 brick mould","2018-01-03 23:25:00",0
906,"2x2 brick mould","2018-01-03 23:30:00",1
907,"4x2 brick mould","2018-01-03 23:35:00",1
908,"3x2 brick mould","2018-01-03 23:35:00",0
909,"2x2 brick mould","2018-01-03 23:40:00",0
910,"3x2 brick mould","2018-01-03 23:40:00",1
911,"2x2 brick mould","2018-01-03 23:45:00",1
912,"3x2 brick mould","2018-01-03 23:45:00",0
913,"2x2 brick mould","2018-01-03 23:50:00",0
914,"3x2 brick mould","2018-01-03 23:50:00",1
915,"4x2 brick mould","2018-01-03 23:55:00",0
916,"2x2 brick mould","2018-01-03 23:55:00",1
917,"3x2 brick mould","2018-01-03 23:55:00",0
918,"2x2 brick mould","2018-01-04 00:00:00",0
919,"3x2 brick mould","2018-01-04 00:00:00",1
920,"4x2 brick mould","2018-01-04 00:05:00",1
921,"2x2 brick mould","2018-01-04 00:05:00",1
922,"4x2 brick mould","2018-01-04 00:15:00",0
923,"3x2 brick mould","2018-01-04 00:15:00",0
924,"4x2 brick mould","2018-01-04 00:20:00",1
925,"3x2 brick mould","2018-01-04 00:20:00",1
926,"3x2 brick mould","2018-01-04 00:30:00",0
927,"2x2 brick mould","2018-01-04 00:40:00",0
928,"3x2 brick mould","2018-01-04 00:40:00",1
929,"2x2 brick mould","2018-01-04 00:45:00",1
930,"2x2 brick mould","2018-01-04 00:55:00",0
931,"2x2 brick mould","2018-01-04 01:00:00",1
932,"4x2 brick mould","2018-01-04 01:10:00",0
933,"3x2 brick mould","2018-01-04 01:10:00",0
934,"4x2 brick mould","2018-01-04 01:15:00",1
935,"3x2 brick mould","2018-01-04 01:15:00",1
936,"2x2 brick mould","2018-01-04 01:20:00",0
937,"2x2 brick mould","2018-01-04 01:25:00",1
938,"4x2 brick mould","2018-01-04 01:30:00",0
939,"2x2 brick mould","2018-01-04 01:30:00",0
940,"3x2 brick mould","2018-01-04 01:30:00",0
941,"2x2 brick mould","2018-01-04 01:40:00",1
942,"3x2 brick mould","2018-01-04 01:40:00",1
943,"4x2 brick mould","2018-01-04 01:45:00",1
944,"2x2 brick mould","2018-01-04 01:55:00",0
945,"3x2 brick mould","2018-01-04 01:55:00",0
946,"2x2 brick mould","2018-01-04 02:00:00",1
947,"3x2 brick mould","2018-01-04 02:00:00",1
948,"2x2 brick mould","2018-01-04 02:10:00",0
949,"4x2 brick mould","2018-01-04 02:15:00",0
950,"2x2 brick mould","2018-01-04 02:15:00",1
951,"4x2 brick mould","2018-01-04 02:20:00",1
952,"2x2 brick mould","2018-01-04 02:35:00",0
953,"2x2 brick mould","2018-01-04 02:40:00",1
954,"2x2 brick mould","2018-01-04 02:45:00",0
955,"3x2 brick mould","2018-01-04 02:45:00",0
956,"2x2 brick mould","2018-01-04 02:55:00",1
957,"3x2 brick mould","2018-01-04 02:55:00",1
958,"3x2 brick mould","2018-01-04 03:00:00",0
959,"3x2 brick mould","2018-01-04 03:05:00",1
960,"4x2 brick mould","2018-01-04 03:10:00",0
961,"2x2 brick mould","2018-01-04 03:10:00",0
962,"4x2 brick mould","2018-01-04 03:15:00",1
963,"3x2 brick mould","2018-01-04 03:15:00",0
964,"2x2 brick mould","2018-01-04 03:20:00",1
965,"3x2 brick mould","2018-01-04 03:20:00",1
966,"3x2 brick mould","2018-01-04 03:25:00",0
967,"3x2 brick mould","2018-01-04 03:30:00",1
968,"4x2 brick mould","2018-01-04 03:35:00",0
969,"4x2 brick mould","2018-01-04 03:40:00",1
970,"4x2 brick mould","2018-01-04 03:50:00",0
971,"4x2 brick mould","2018-01-04 03:55:00",1
972,"4x2 brick mould","2018-01-04 04:00:00",0
973,"4x2 brick mould","2018-01-04 04:05:00",1
974,"2x2 brick mould","2018-01-04 04:10:00",0
975,"2x2 brick mould","2018-01-04 04:15:00",1
976,"4x2 brick mould","2018-01-04 04:20:00",0
977,"4x2 brick mould","2018-01-04 04:25:00",1
978,"4x2 brick mould","2018-01-04 04:30:00",0
979,"4x2 brick mould","2018-01-04 04:35:00",1
980,"4x2 brick mould","2018-01-04 04:45:00",0
981,"3x2 brick mould","2018-01-04 04:45:00",0
982,"4x2 brick mould","2018-01-04 04:50:00",1
983,"2x2 brick mould","2018-01-04 04:50:00",0
984,"2x2 brick mould","2018-01-04 04:55:00",1
985,"3x2 brick mould","2018-01-04 04:55:00",1
986,"4x2 brick mould","2018-01-04 05:00:00",0
987,"4x2 brick mould","2018-01-04 05:05:00",1
988,"2x2 brick mould","2018-01-04 05:15:00",0
989,"2x2 brick mould","2018-01-04 05:20:00",1
990,"3x2 brick mould","2018-01-04 05:20:00",0
991,"4x2 brick mould","2018-01-04 05:25:00",0
992,"3x2 brick mould","2018-01-04 05:25:00",1
993,"4x2 brick mould","2018-01-04 05:30:00",1
994,"2x2 brick mould","2018-01-04 05:40:00",0
995,"4x2 brick mould","2018-01-04 05:45:00",0
996,"4x2 brick mould","2018-01-04 05:50:00",1
997,"2x2 brick mould","2018-01-04 05:50:00",1
998,"2x2 brick mould","2018-01-04 06:00:00",0
999,"3x2 brick mould","2018-01-04 06:00:00",0
1000,"2x2 brick mould","2018-01-04 06:05:00",1
1001,"3x2 brick mould","2018-01-04 06:05:00",1
1002,"4x2 brick mould","2018-01-04 06:10:00",0
1003,"2x2 brick mould","2018-01-04 06:10:00",0
1004,"4x2 brick mould","2018-01-04 06:15:00",1
1005,"3x2 brick mould","2018-01-04 06:15:00",0
1006,"4x2 brick mould","2018-01-04 06:25:00",0
1007,"2x2 brick mould","2018-01-04 06:25:00",1
1008,"4x2 brick mould","2018-01-04 06:30:00",1
1009,"3x2 brick mould","2018-01-04 06:30:00",1
1010,"4x2 brick mould","2018-01-04 06:35:00",0
1011,"2x2 brick mould","2018-01-04 06:40:00",0
1012,"4x2 brick mould","2018-01-04 06:45:00",1
1013,"2x2 brick mould","2018-01-04 06:45:00",1
1014,"3x2 brick mould","2018-01-04 06:45:00",0
1015,"2x2 brick mould","2018-01-04 06:55:00",0
1016,"3x2 brick mould","2018-01-04 06:55:00",1
1017,"2x2 brick mould","2018-01-04 07:05:00",1
1018,"4x2 brick mould","2018-01-04 07:10:00",0
1019,"2x2 brick mould","2018-01-04 07:10:00",0
1020,"3x2 brick mould","2018-01-04 07:10:00",0
1021,"3x2 brick mould","2018-01-04 07:15:00",1
1022,"2x2 brick mould","2018-01-04 07:20:00",1
1023,"4x2 brick mould","2018-01-04 07:25:00",1
1024,"3x2 brick mould","2018-01-04 07:30:00",0
1025,"3x2 brick mould","2018-01-04 07:35:00",1
1026,"3x2 brick mould","2018-01-04 07:40:00",0
1027,"3x2 brick mould","2018-01-04 07:45:00",1
1028,"2x2 brick mould","2018-01-04 08:00:00",0
1029,"3x2 brick mould","2018-01-04 08:00:00",0
1030,"2x2 brick mould","2018-01-04 08:05:00",1
1031,"3x2 brick mould","2018-01-04 08:05:00",1
1032,"4x2 brick mould","2018-01-04 08:10:00",0
1033,"4x2 brick mould","2018-01-04 08:15:00",1
