id,"machine_name","variable_name","datetime_from","datetime_to",value
3042,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:10:00","2018-01-02 04:15:00",83
3043,"4x2 brick mould","PRODUCTION","2018-01-02 04:15:00","2018-01-02 04:20:00",2960
3044,"4x2 brick mould","SCRAP","2018-01-02 04:15:00","2018-01-02 04:20:00",117
3045,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:15:00","2018-01-02 04:20:00",79
3046,"2x2 brick mould","PRODUCTION","2018-01-02 04:15:00","2018-01-02 04:20:00",0
3047,"2x2 brick mould","SCRAP","2018-01-02 04:15:00","2018-01-02 04:20:00",0
3048,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:15:00","2018-01-02 04:20:00",87
3049,"3x2 brick mould","PRODUCTION","2018-01-02 04:15:00","2018-01-02 04:20:00",2763
3050,"3x2 brick mould","SCRAP","2018-01-02 04:15:00","2018-01-02 04:20:00",117
3051,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:15:00","2018-01-02 04:20:00",80
3052,"4x2 brick mould","PRODUCTION","2018-01-02 04:20:00","2018-01-02 04:25:00",2633
3053,"4x2 brick mould","SCRAP","2018-01-02 04:20:00","2018-01-02 04:25:00",85
3054,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:20:00","2018-01-02 04:25:00",72
3055,"2x2 brick mould","PRODUCTION","2018-01-02 04:20:00","2018-01-02 04:25:00",3008
3056,"2x2 brick mould","SCRAP","2018-01-02 04:20:00","2018-01-02 04:25:00",96
3057,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:20:00","2018-01-02 04:25:00",81
3058,"3x2 brick mould","PRODUCTION","2018-01-02 04:20:00","2018-01-02 04:25:00",0
3059,"3x2 brick mould","SCRAP","2018-01-02 04:20:00","2018-01-02 04:25:00",0
3060,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:20:00","2018-01-02 04:25:00",75
3061,"4x2 brick mould","PRODUCTION","2018-01-02 04:25:00","2018-01-02 04:30:00",2322
3062,"4x2 brick mould","SCRAP","2018-01-02 04:25:00","2018-01-02 04:30:00",45
3063,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:25:00","2018-01-02 04:30:00",82
3064,"2x2 brick mould","PRODUCTION","2018-01-02 04:25:00","2018-01-02 04:30:00",2550
3065,"2x2 brick mould","SCRAP","2018-01-02 04:25:00","2018-01-02 04:30:00",84
3066,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:25:00","2018-01-02 04:30:00",79
3067,"3x2 brick mould","PRODUCTION","2018-01-02 04:25:00","2018-01-02 04:30:00",3010
3068,"3x2 brick mould","SCRAP","2018-01-02 04:25:00","2018-01-02 04:30:00",40
3069,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:25:00","2018-01-02 04:30:00",86
3070,"4x2 brick mould","PRODUCTION","2018-01-02 04:30:00","2018-01-02 04:35:00",0
3071,"4x2 brick mould","SCRAP","2018-01-02 04:30:00","2018-01-02 04:35:00",0
3072,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:30:00","2018-01-02 04:35:00",87
3073,"2x2 brick mould","PRODUCTION","2018-01-02 04:30:00","2018-01-02 04:35:00",0
3074,"2x2 brick mould","SCRAP","2018-01-02 04:30:00","2018-01-02 04:35:00",0
3075,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:30:00","2018-01-02 04:35:00",75
3076,"3x2 brick mould","PRODUCTION","2018-01-02 04:30:00","2018-01-02 04:35:00",2423
3077,"3x2 brick mould","SCRAP","2018-01-02 04:30:00","2018-01-02 04:35:00",131
3078,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:30:00","2018-01-02 04:35:00",77
3079,"4x2 brick mould","PRODUCTION","2018-01-02 04:35:00","2018-01-02 04:40:00",0
3080,"4x2 brick mould","SCRAP","2018-01-02 04:35:00","2018-01-02 04:40:00",0
3081,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:35:00","2018-01-02 04:40:00",82
3082,"2x2 brick mould","PRODUCTION","2018-01-02 04:35:00","2018-01-02 04:40:00",2006
3083,"2x2 brick mould","SCRAP","2018-01-02 04:35:00","2018-01-02 04:40:00",40
3084,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:35:00","2018-01-02 04:40:00",82
3085,"3x2 brick mould","PRODUCTION","2018-01-02 04:35:00","2018-01-02 04:40:00",2562
3086,"3x2 brick mould","SCRAP","2018-01-02 04:35:00","2018-01-02 04:40:00",110
3087,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:35:00","2018-01-02 04:40:00",84
3088,"4x2 brick mould","PRODUCTION","2018-01-02 04:40:00","2018-01-02 04:45:00",3158
3089,"4x2 brick mould","SCRAP","2018-01-02 04:40:00","2018-01-02 04:45:00",91
3090,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:40:00","2018-01-02 04:45:00",83
3091,"2x2 brick mould","PRODUCTION","2018-01-02 04:40:00","2018-01-02 04:45:00",0
3092,"2x2 brick mould","SCRAP","2018-01-02 04:40:00","2018-01-02 04:45:00",0
3093,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:40:00","2018-01-02 04:45:00",77
3094,"3x2 brick mould","PRODUCTION","2018-01-02 04:40:00","2018-01-02 04:45:00",2675
3095,"3x2 brick mould","SCRAP","2018-01-02 04:40:00","2018-01-02 04:45:00",76
3096,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:40:00","2018-01-02 04:45:00",76
3097,"4x2 brick mould","PRODUCTION","2018-01-02 04:45:00","2018-01-02 04:50:00",2158
3098,"4x2 brick mould","SCRAP","2018-01-02 04:45:00","2018-01-02 04:50:00",137
3099,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:45:00","2018-01-02 04:50:00",79
3100,"2x2 brick mould","PRODUCTION","2018-01-02 04:45:00","2018-01-02 04:50:00",2256
3101,"2x2 brick mould","SCRAP","2018-01-02 04:45:00","2018-01-02 04:50:00",102
3102,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:45:00","2018-01-02 04:50:00",78
3103,"3x2 brick mould","PRODUCTION","2018-01-02 04:45:00","2018-01-02 04:50:00",0
3104,"3x2 brick mould","SCRAP","2018-01-02 04:45:00","2018-01-02 04:50:00",0
3105,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:45:00","2018-01-02 04:50:00",87
3106,"4x2 brick mould","PRODUCTION","2018-01-02 04:50:00","2018-01-02 04:55:00",2840
3107,"4x2 brick mould","SCRAP","2018-01-02 04:50:00","2018-01-02 04:55:00",67
3108,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:50:00","2018-01-02 04:55:00",81
3109,"2x2 brick mould","PRODUCTION","2018-01-02 04:50:00","2018-01-02 04:55:00",2204
3110,"2x2 brick mould","SCRAP","2018-01-02 04:50:00","2018-01-02 04:55:00",95
3111,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:50:00","2018-01-02 04:55:00",92
3112,"3x2 brick mould","PRODUCTION","2018-01-02 04:50:00","2018-01-02 04:55:00",2715
3113,"3x2 brick mould","SCRAP","2018-01-02 04:50:00","2018-01-02 04:55:00",83
3114,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:50:00","2018-01-02 04:55:00",82
3115,"4x2 brick mould","PRODUCTION","2018-01-02 04:55:00","2018-01-02 05:00:00",2255
3116,"4x2 brick mould","SCRAP","2018-01-02 04:55:00","2018-01-02 05:00:00",132
3117,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 04:55:00","2018-01-02 05:00:00",75
3118,"2x2 brick mould","PRODUCTION","2018-01-02 04:55:00","2018-01-02 05:00:00",3114
3119,"2x2 brick mould","SCRAP","2018-01-02 04:55:00","2018-01-02 05:00:00",94
3120,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 04:55:00","2018-01-02 05:00:00",78
3121,"3x2 brick mould","PRODUCTION","2018-01-02 04:55:00","2018-01-02 05:00:00",0
3122,"3x2 brick mould","SCRAP","2018-01-02 04:55:00","2018-01-02 05:00:00",0
3123,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 04:55:00","2018-01-02 05:00:00",78
3124,"4x2 brick mould","PRODUCTION","2018-01-02 05:00:00","2018-01-02 05:05:00",0
3125,"4x2 brick mould","SCRAP","2018-01-02 05:00:00","2018-01-02 05:05:00",0
3126,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:00:00","2018-01-02 05:05:00",88
3127,"2x2 brick mould","PRODUCTION","2018-01-02 05:00:00","2018-01-02 05:05:00",2666
3128,"2x2 brick mould","SCRAP","2018-01-02 05:00:00","2018-01-02 05:05:00",52
3129,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:00:00","2018-01-02 05:05:00",78
3130,"3x2 brick mould","PRODUCTION","2018-01-02 05:00:00","2018-01-02 05:05:00",3134
3131,"3x2 brick mould","SCRAP","2018-01-02 05:00:00","2018-01-02 05:05:00",106
3132,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:00:00","2018-01-02 05:05:00",82
3133,"4x2 brick mould","PRODUCTION","2018-01-02 05:05:00","2018-01-02 05:10:00",2517
3134,"4x2 brick mould","SCRAP","2018-01-02 05:05:00","2018-01-02 05:10:00",69
3135,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:05:00","2018-01-02 05:10:00",78
3136,"2x2 brick mould","PRODUCTION","2018-01-02 05:05:00","2018-01-02 05:10:00",2256
3137,"2x2 brick mould","SCRAP","2018-01-02 05:05:00","2018-01-02 05:10:00",69
3138,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:05:00","2018-01-02 05:10:00",98
3139,"3x2 brick mould","PRODUCTION","2018-01-02 05:05:00","2018-01-02 05:10:00",0
3140,"3x2 brick mould","SCRAP","2018-01-02 05:05:00","2018-01-02 05:10:00",0
3141,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:05:00","2018-01-02 05:10:00",79
3142,"4x2 brick mould","PRODUCTION","2018-01-02 05:10:00","2018-01-02 05:15:00",2876
3143,"4x2 brick mould","SCRAP","2018-01-02 05:10:00","2018-01-02 05:15:00",136
3144,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:10:00","2018-01-02 05:15:00",83
3145,"2x2 brick mould","PRODUCTION","2018-01-02 05:10:00","2018-01-02 05:15:00",0
3146,"2x2 brick mould","SCRAP","2018-01-02 05:10:00","2018-01-02 05:15:00",0
3147,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:10:00","2018-01-02 05:15:00",77
3148,"3x2 brick mould","PRODUCTION","2018-01-02 05:10:00","2018-01-02 05:15:00",0
3149,"3x2 brick mould","SCRAP","2018-01-02 05:10:00","2018-01-02 05:15:00",0
3150,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:10:00","2018-01-02 05:15:00",79
3151,"4x2 brick mould","PRODUCTION","2018-01-02 05:15:00","2018-01-02 05:20:00",2841
3152,"4x2 brick mould","SCRAP","2018-01-02 05:15:00","2018-01-02 05:20:00",125
3153,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:15:00","2018-01-02 05:20:00",79
3154,"2x2 brick mould","PRODUCTION","2018-01-02 05:15:00","2018-01-02 05:20:00",2178
3155,"2x2 brick mould","SCRAP","2018-01-02 05:15:00","2018-01-02 05:20:00",69
3156,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:15:00","2018-01-02 05:20:00",84
3157,"3x2 brick mould","PRODUCTION","2018-01-02 05:15:00","2018-01-02 05:20:00",0
3158,"3x2 brick mould","SCRAP","2018-01-02 05:15:00","2018-01-02 05:20:00",0
3159,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:15:00","2018-01-02 05:20:00",93
3160,"4x2 brick mould","PRODUCTION","2018-01-02 05:20:00","2018-01-02 05:25:00",2222
3161,"4x2 brick mould","SCRAP","2018-01-02 05:20:00","2018-01-02 05:25:00",98
3162,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:20:00","2018-01-02 05:25:00",79
3163,"2x2 brick mould","PRODUCTION","2018-01-02 05:20:00","2018-01-02 05:25:00",2817
3164,"2x2 brick mould","SCRAP","2018-01-02 05:20:00","2018-01-02 05:25:00",55
3165,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:20:00","2018-01-02 05:25:00",86
3166,"3x2 brick mould","PRODUCTION","2018-01-02 05:20:00","2018-01-02 05:25:00",2555
3167,"3x2 brick mould","SCRAP","2018-01-02 05:20:00","2018-01-02 05:25:00",52
3168,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:20:00","2018-01-02 05:25:00",79
3169,"4x2 brick mould","PRODUCTION","2018-01-02 05:25:00","2018-01-02 05:30:00",0
3170,"4x2 brick mould","SCRAP","2018-01-02 05:25:00","2018-01-02 05:30:00",0
3171,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:25:00","2018-01-02 05:30:00",90
3172,"2x2 brick mould","PRODUCTION","2018-01-02 05:25:00","2018-01-02 05:30:00",2824
3173,"2x2 brick mould","SCRAP","2018-01-02 05:25:00","2018-01-02 05:30:00",85
3174,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:25:00","2018-01-02 05:30:00",79
3175,"3x2 brick mould","PRODUCTION","2018-01-02 05:25:00","2018-01-02 05:30:00",2913
3176,"3x2 brick mould","SCRAP","2018-01-02 05:25:00","2018-01-02 05:30:00",104
3177,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:25:00","2018-01-02 05:30:00",92
3178,"4x2 brick mould","PRODUCTION","2018-01-02 05:30:00","2018-01-02 05:35:00",2945
3179,"4x2 brick mould","SCRAP","2018-01-02 05:30:00","2018-01-02 05:35:00",100
3180,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:30:00","2018-01-02 05:35:00",77
3181,"2x2 brick mould","PRODUCTION","2018-01-02 05:30:00","2018-01-02 05:35:00",2054
3182,"2x2 brick mould","SCRAP","2018-01-02 05:30:00","2018-01-02 05:35:00",114
3183,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:30:00","2018-01-02 05:35:00",84
3184,"3x2 brick mould","PRODUCTION","2018-01-02 05:30:00","2018-01-02 05:35:00",2262
3185,"3x2 brick mould","SCRAP","2018-01-02 05:30:00","2018-01-02 05:35:00",62
3186,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:30:00","2018-01-02 05:35:00",86
3187,"4x2 brick mould","PRODUCTION","2018-01-02 05:35:00","2018-01-02 05:40:00",2922
3188,"4x2 brick mould","SCRAP","2018-01-02 05:35:00","2018-01-02 05:40:00",65
3189,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:35:00","2018-01-02 05:40:00",83
3190,"2x2 brick mould","PRODUCTION","2018-01-02 05:35:00","2018-01-02 05:40:00",2294
3191,"2x2 brick mould","SCRAP","2018-01-02 05:35:00","2018-01-02 05:40:00",136
3192,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:35:00","2018-01-02 05:40:00",82
3193,"3x2 brick mould","PRODUCTION","2018-01-02 05:35:00","2018-01-02 05:40:00",2654
3194,"3x2 brick mould","SCRAP","2018-01-02 05:35:00","2018-01-02 05:40:00",81
3195,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:35:00","2018-01-02 05:40:00",79
3196,"4x2 brick mould","PRODUCTION","2018-01-02 05:40:00","2018-01-02 05:45:00",3192
3197,"4x2 brick mould","SCRAP","2018-01-02 05:40:00","2018-01-02 05:45:00",73
3198,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:40:00","2018-01-02 05:45:00",78
3199,"2x2 brick mould","PRODUCTION","2018-01-02 05:40:00","2018-01-02 05:45:00",2166
3200,"2x2 brick mould","SCRAP","2018-01-02 05:40:00","2018-01-02 05:45:00",125
3201,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:40:00","2018-01-02 05:45:00",101
3202,"3x2 brick mould","PRODUCTION","2018-01-02 05:40:00","2018-01-02 05:45:00",0
3203,"3x2 brick mould","SCRAP","2018-01-02 05:40:00","2018-01-02 05:45:00",0
3204,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:40:00","2018-01-02 05:45:00",79
3205,"4x2 brick mould","PRODUCTION","2018-01-02 05:45:00","2018-01-02 05:50:00",0
3206,"4x2 brick mould","SCRAP","2018-01-02 05:45:00","2018-01-02 05:50:00",0
3207,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:45:00","2018-01-02 05:50:00",77
3208,"2x2 brick mould","PRODUCTION","2018-01-02 05:45:00","2018-01-02 05:50:00",2811
3209,"2x2 brick mould","SCRAP","2018-01-02 05:45:00","2018-01-02 05:50:00",68
3210,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:45:00","2018-01-02 05:50:00",83
3211,"3x2 brick mould","PRODUCTION","2018-01-02 05:45:00","2018-01-02 05:50:00",0
3212,"3x2 brick mould","SCRAP","2018-01-02 05:45:00","2018-01-02 05:50:00",0
3213,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:45:00","2018-01-02 05:50:00",90
3214,"4x2 brick mould","PRODUCTION","2018-01-02 05:50:00","2018-01-02 05:55:00",2498
3215,"4x2 brick mould","SCRAP","2018-01-02 05:50:00","2018-01-02 05:55:00",91
3216,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:50:00","2018-01-02 05:55:00",79
3217,"2x2 brick mould","PRODUCTION","2018-01-02 05:50:00","2018-01-02 05:55:00",2030
3218,"2x2 brick mould","SCRAP","2018-01-02 05:50:00","2018-01-02 05:55:00",57
3219,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:50:00","2018-01-02 05:55:00",79
3220,"3x2 brick mould","PRODUCTION","2018-01-02 05:50:00","2018-01-02 05:55:00",0
3221,"3x2 brick mould","SCRAP","2018-01-02 05:50:00","2018-01-02 05:55:00",0
3222,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:50:00","2018-01-02 05:55:00",78
3223,"4x2 brick mould","PRODUCTION","2018-01-02 05:55:00","2018-01-02 06:00:00",2250
3224,"4x2 brick mould","SCRAP","2018-01-02 05:55:00","2018-01-02 06:00:00",122
3225,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 05:55:00","2018-01-02 06:00:00",79
3226,"2x2 brick mould","PRODUCTION","2018-01-02 05:55:00","2018-01-02 06:00:00",0
3227,"2x2 brick mould","SCRAP","2018-01-02 05:55:00","2018-01-02 06:00:00",0
3228,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 05:55:00","2018-01-02 06:00:00",79
3229,"3x2 brick mould","PRODUCTION","2018-01-02 05:55:00","2018-01-02 06:00:00",2260
3230,"3x2 brick mould","SCRAP","2018-01-02 05:55:00","2018-01-02 06:00:00",127
3231,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 05:55:00","2018-01-02 06:00:00",78
3232,"4x2 brick mould","PRODUCTION","2018-01-02 06:00:00","2018-01-02 06:05:00",0
3233,"4x2 brick mould","SCRAP","2018-01-02 06:00:00","2018-01-02 06:05:00",0
3234,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:00:00","2018-01-02 06:05:00",89
3235,"2x2 brick mould","PRODUCTION","2018-01-02 06:00:00","2018-01-02 06:05:00",2342
3236,"2x2 brick mould","SCRAP","2018-01-02 06:00:00","2018-01-02 06:05:00",139
3237,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:00:00","2018-01-02 06:05:00",83
3238,"3x2 brick mould","PRODUCTION","2018-01-02 06:00:00","2018-01-02 06:05:00",2291
3239,"3x2 brick mould","SCRAP","2018-01-02 06:00:00","2018-01-02 06:05:00",108
3240,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:00:00","2018-01-02 06:05:00",89
3241,"4x2 brick mould","PRODUCTION","2018-01-02 06:05:00","2018-01-02 06:10:00",2798
3242,"4x2 brick mould","SCRAP","2018-01-02 06:05:00","2018-01-02 06:10:00",58
3243,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:05:00","2018-01-02 06:10:00",83
3244,"2x2 brick mould","PRODUCTION","2018-01-02 06:05:00","2018-01-02 06:10:00",3156
3245,"2x2 brick mould","SCRAP","2018-01-02 06:05:00","2018-01-02 06:10:00",86
3246,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:05:00","2018-01-02 06:10:00",76
3247,"3x2 brick mould","PRODUCTION","2018-01-02 06:05:00","2018-01-02 06:10:00",2882
3248,"3x2 brick mould","SCRAP","2018-01-02 06:05:00","2018-01-02 06:10:00",129
3249,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:05:00","2018-01-02 06:10:00",77
3250,"4x2 brick mould","PRODUCTION","2018-01-02 06:10:00","2018-01-02 06:15:00",2397
3251,"4x2 brick mould","SCRAP","2018-01-02 06:10:00","2018-01-02 06:15:00",120
3252,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:10:00","2018-01-02 06:15:00",78
3253,"2x2 brick mould","PRODUCTION","2018-01-02 06:10:00","2018-01-02 06:15:00",2406
3254,"2x2 brick mould","SCRAP","2018-01-02 06:10:00","2018-01-02 06:15:00",138
3255,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:10:00","2018-01-02 06:15:00",78
3256,"3x2 brick mould","PRODUCTION","2018-01-02 06:10:00","2018-01-02 06:15:00",2304
3257,"3x2 brick mould","SCRAP","2018-01-02 06:10:00","2018-01-02 06:15:00",104
3258,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:10:00","2018-01-02 06:15:00",78
3259,"4x2 brick mould","PRODUCTION","2018-01-02 06:15:00","2018-01-02 06:20:00",0
3260,"4x2 brick mould","SCRAP","2018-01-02 06:15:00","2018-01-02 06:20:00",0
3261,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:15:00","2018-01-02 06:20:00",86
3262,"2x2 brick mould","PRODUCTION","2018-01-02 06:15:00","2018-01-02 06:20:00",0
3263,"2x2 brick mould","SCRAP","2018-01-02 06:15:00","2018-01-02 06:20:00",0
3264,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:15:00","2018-01-02 06:20:00",78
3265,"3x2 brick mould","PRODUCTION","2018-01-02 06:15:00","2018-01-02 06:20:00",2432
3266,"3x2 brick mould","SCRAP","2018-01-02 06:15:00","2018-01-02 06:20:00",90
3267,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:15:00","2018-01-02 06:20:00",77
3268,"4x2 brick mould","PRODUCTION","2018-01-02 06:20:00","2018-01-02 06:25:00",0
3269,"4x2 brick mould","SCRAP","2018-01-02 06:20:00","2018-01-02 06:25:00",0
3270,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:20:00","2018-01-02 06:25:00",79
3271,"2x2 brick mould","PRODUCTION","2018-01-02 06:20:00","2018-01-02 06:25:00",2506
3272,"2x2 brick mould","SCRAP","2018-01-02 06:20:00","2018-01-02 06:25:00",40
3273,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:20:00","2018-01-02 06:25:00",78
3274,"3x2 brick mould","PRODUCTION","2018-01-02 06:20:00","2018-01-02 06:25:00",3058
3275,"3x2 brick mould","SCRAP","2018-01-02 06:20:00","2018-01-02 06:25:00",45
3276,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:20:00","2018-01-02 06:25:00",79
3277,"4x2 brick mould","PRODUCTION","2018-01-02 06:25:00","2018-01-02 06:30:00",2235
3278,"4x2 brick mould","SCRAP","2018-01-02 06:25:00","2018-01-02 06:30:00",88
3279,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:25:00","2018-01-02 06:30:00",80
3280,"2x2 brick mould","PRODUCTION","2018-01-02 06:25:00","2018-01-02 06:30:00",2352
3281,"2x2 brick mould","SCRAP","2018-01-02 06:25:00","2018-01-02 06:30:00",56
3282,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:25:00","2018-01-02 06:30:00",78
3283,"3x2 brick mould","PRODUCTION","2018-01-02 06:25:00","2018-01-02 06:30:00",3125
3284,"3x2 brick mould","SCRAP","2018-01-02 06:25:00","2018-01-02 06:30:00",85
3285,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:25:00","2018-01-02 06:30:00",84
3286,"4x2 brick mould","PRODUCTION","2018-01-02 06:30:00","2018-01-02 06:35:00",0
3287,"4x2 brick mould","SCRAP","2018-01-02 06:30:00","2018-01-02 06:35:00",0
3288,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:30:00","2018-01-02 06:35:00",80
3289,"2x2 brick mould","PRODUCTION","2018-01-02 06:30:00","2018-01-02 06:35:00",2590
3290,"2x2 brick mould","SCRAP","2018-01-02 06:30:00","2018-01-02 06:35:00",83
3291,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:30:00","2018-01-02 06:35:00",84
3292,"3x2 brick mould","PRODUCTION","2018-01-02 06:30:00","2018-01-02 06:35:00",2492
3293,"3x2 brick mould","SCRAP","2018-01-02 06:30:00","2018-01-02 06:35:00",85
3294,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:30:00","2018-01-02 06:35:00",74
3295,"4x2 brick mould","PRODUCTION","2018-01-02 06:35:00","2018-01-02 06:40:00",3004
3296,"4x2 brick mould","SCRAP","2018-01-02 06:35:00","2018-01-02 06:40:00",127
3297,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:35:00","2018-01-02 06:40:00",79
3298,"2x2 brick mould","PRODUCTION","2018-01-02 06:35:00","2018-01-02 06:40:00",3130
3299,"2x2 brick mould","SCRAP","2018-01-02 06:35:00","2018-01-02 06:40:00",106
3300,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:35:00","2018-01-02 06:40:00",76
3301,"3x2 brick mould","PRODUCTION","2018-01-02 06:35:00","2018-01-02 06:40:00",0
3302,"3x2 brick mould","SCRAP","2018-01-02 06:35:00","2018-01-02 06:40:00",0
3303,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:35:00","2018-01-02 06:40:00",78
3304,"4x2 brick mould","PRODUCTION","2018-01-02 06:40:00","2018-01-02 06:45:00",2872
3305,"4x2 brick mould","SCRAP","2018-01-02 06:40:00","2018-01-02 06:45:00",136
3306,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:40:00","2018-01-02 06:45:00",89
3307,"2x2 brick mould","PRODUCTION","2018-01-02 06:40:00","2018-01-02 06:45:00",2691
3308,"2x2 brick mould","SCRAP","2018-01-02 06:40:00","2018-01-02 06:45:00",62
3309,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:40:00","2018-01-02 06:45:00",78
3310,"3x2 brick mould","PRODUCTION","2018-01-02 06:40:00","2018-01-02 06:45:00",2872
3311,"3x2 brick mould","SCRAP","2018-01-02 06:40:00","2018-01-02 06:45:00",52
3312,"3x2 brick mould","CORE TEMPERATURE","2018-01-02 06:40:00","2018-01-02 06:45:00",78
3313,"4x2 brick mould","PRODUCTION","2018-01-02 06:45:00","2018-01-02 06:50:00",2524
3314,"4x2 brick mould","SCRAP","2018-01-02 06:45:00","2018-01-02 06:50:00",69
3315,"4x2 brick mould","CORE TEMPERATURE","2018-01-02 06:45:00","2018-01-02 06:50:00",95
3316,"2x2 brick mould","PRODUCTION","2018-01-02 06:45:00","2018-01-02 06:50:00",0
3317,"2x2 brick mould","SCRAP","2018-01-02 06:45:00","2018-01-02 06:50:00",0
3318,"2x2 brick mould","CORE TEMPERATURE","2018-01-02 06:45:00","2018-01-02 06:50:00",78
3319,"3x2 brick mould","PRODUCTION","2018-01-02 06:45:00","2018-01-02 06:50:00",2702
3320,"3x2 brick mould","SCRAP","2018-01-02 06:45:00","2018-01-02 06:50:00",108
